post_id,upload_date,content_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,traffic_source
IG0016002,2024-12-14 09:25:22.954916,15962,148014,5589,3964,3362,1641907,1766711,324,9.11,Reels Feed
IG0016003,2025-04-09 09:25:22.954916,15963,34846,2714,3714,4386,1333331,1354440,708,3.37,External
IG0016004,2025-01-22 09:25:22.954916,15964,112771,2706,4285,12007,1658860,2103543,879,6.26,Explore
IG0016005,2025-08-19 09:25:22.954916,15965,84869,2674,1493,14539,1562222,1678804,369,6.17,Reels Feed
IG0016006,2025-11-13 09:25:22.954916,15966,132757,6723,1154,1313,1399154,1469967,928,9.66,External
IG0016007,2025-01-08 09:25:22.954916,15967,84459,7778,1667,747,319974,672367,133,14.08,External
IG0016008,2025-08-27 09:25:22.954916,15968,12450,9726,1474,11326,1290971,1608759,668,2.17,Home Feed
IG0016009,2025-07-30 09:25:22.954916,15969,70151,5781,2982,11456,1702653,1865795,858,4.84,Home Feed
IG0016010,2025-05-27 09:25:22.954916,15970,153848,1610,1251,5609,1505465,1571268,470,10.33,Hashtags
IG0016011,2025-05-06 09:25:22.954916,15971,13850,950,1194,10499,1172222,1227890,134,2.16,Explore
IG0016012,2025-01-25 09:25:22.954916,15972,127318,3355,1037,12878,643618,683087,174,21.17,Reels Feed
IG0016013,2025-06-12 09:25:22.954916,15973,198138,3123,192,2740,1845958,1894219,654,10.78,Profile
IG0016014,2025-09-13 09:25:22.954916,15974,103539,381,63,6052,306426,729497,879,15.08,Home Feed
IG0016015,2024-12-09 09:25:22.954916,15975,189344,9893,1477,7041,1011035,1160586,645,17.9,Home Feed
IG0016016,2025-01-14 09:25:22.954916,15976,4134,175,4073,9438,1054539,1137537,623,1.57,External
IG0016017,2025-04-23 09:25:22.954916,15977,55722,5186,187,14470,811533,989831,268,7.63,Profile
IG0016018,2025-10-26 09:25:22.954916,15978,156861,4027,3546,7869,913322,1214923,219,14.18,Profile
IG0016019,2025-05-14 09:25:22.954916,15979,133732,6270,3025,14087,1872099,2257349,698,6.96,External
IG0016020,2024-11-26 09:25:22.954916,15980,59345,7671,4509,10961,396211,870282,32,9.48,Explore
IG0016021,2025-07-07 09:25:22.954916,15981,67661,7124,1847,1751,176223,429810,813,18.24,Home Feed
IG0016022,2025-05-01 09:25:22.954916,15982,56141,7607,4076,11457,417703,563899,384,14.06,Hashtags
IG0016023,2025-09-02 09:25:22.954916,15983,62833,7610,1957,7816,1882710,2000453,828,4.01,Reels Feed
IG0016024,2025-03-09 09:25:22.954916,15984,123691,9935,1993,13388,637111,941204,927,15.83,Reels Feed
IG0016025,2025-09-30 09:25:22.954916,15985,89588,3043,4458,2263,1074929,1505341,961,6.6,Hashtags
IG0016026,2025-07-07 09:25:22.954916,15986,22301,4835,794,14293,1163531,1214942,709,3.48,Home Feed
IG0016027,2024-12-07 09:25:22.954916,15987,65715,9047,4481,2697,461271,492785,194,16.63,Home Feed
IG0016028,2025-07-03 09:25:22.954916,15988,5542,6263,4519,12944,511743,875693,736,3.34,Explore
IG0016029,2025-08-02 09:25:22.954916,15989,179840,7183,4436,1169,762330,812318,599,23.71,External
IG0016030,2025-04-27 09:25:22.954916,15990,11106,8061,1968,9661,209374,500767,582,6.15,Reels Feed
IG0016031,2025-04-08 09:25:22.954916,15991,57691,4555,747,7873,1150525,1384377,942,5.12,Home Feed
IG0016032,2025-09-02 09:25:22.954916,15992,126336,5430,210,10921,236930,383245,55,37.29,External
IG0016033,2025-11-01 09:25:22.954916,15993,65448,994,3017,4945,675060,1152880,192,6.45,Explore
IG0016034,2025-08-12 09:25:22.954916,15994,16053,5857,4403,4261,635285,1071364,97,2.85,Hashtags
IG0016035,2025-01-14 09:25:22.954916,15995,1384,6566,3735,10966,883055,1116957,436,2.03,Explore
IG0016036,2025-09-08 09:25:22.954916,15996,85401,5805,194,14848,1098311,1505157,461,7.06,Profile
IG0016037,2025-05-15 09:25:22.954916,15997,148170,5732,4007,9415,940613,1002066,822,16.7,Hashtags
IG0016038,2025-05-25 09:25:22.954916,15998,187298,337,1690,14292,1913493,2296089,723,8.87,Home Feed
IG0016039,2025-11-09 09:25:22.954916,15999,70168,5906,1782,7481,1200225,1495942,718,5.7,Explore
IG0016040,2025-09-12 09:25:22.954916,16000,29969,6844,3563,1834,1113730,1540102,890,2.74,Profile
IG0016041,2025-06-10 09:25:22.954916,16001,80022,5752,1496,5881,741387,816686,779,11.41,Profile
IG0016042,2025-05-27 09:25:22.954916,16002,37133,7229,104,427,1750017,1983733,368,2.26,Explore
IG0016043,2025-07-05 09:25:22.954916,16003,141552,7722,4283,11079,1880209,2284024,577,7.21,Profile
IG0016044,2024-12-25 09:25:22.954916,16004,59432,4751,2123,7871,1702032,1926974,171,3.85,Profile
IG0016045,2025-04-12 09:25:22.954916,16005,21760,9172,211,10485,1132390,1160064,92,3.59,Explore
IG0016046,2024-11-29 09:25:22.954916,16006,20932,4195,683,14547,1033226,1195085,485,3.38,Hashtags
IG0016047,2025-03-09 09:25:22.954916,16007,109762,723,918,13774,1795980,2273499,901,5.51,Profile
IG0016048,2025-08-24 09:25:22.954916,16008,18552,3043,4770,11766,1407406,1623123,569,2.35,Hashtags
IG0016049,2025-04-30 09:25:22.954916,16009,77224,5718,889,9621,202166,358485,537,26.07,Reels Feed
IG0016050,2025-03-30 09:25:22.954916,16010,116432,3096,2938,911,765007,1180698,555,10.45,Explore
IG0016051,2025-08-30 09:25:22.954916,16011,185314,3704,1388,13377,985968,1023017,526,19.92,Home Feed
IG0016052,2025-01-22 09:25:22.954916,16012,173506,1400,3472,10966,166697,238599,514,79.36,Explore
IG0016053,2024-12-27 09:25:22.954916,16013,86534,2979,561,530,1776016,1816772,178,4.99,Home Feed
IG0016054,2025-01-27 09:25:22.954916,16014,102629,217,1547,12931,1465045,1839597,511,6.38,Explore
IG0016055,2025-10-27 09:25:22.954916,16015,142495,7845,4045,6473,764335,1144512,255,14.05,Profile
IG0016056,2024-12-06 09:25:22.954916,16016,193456,3476,1308,3465,441775,611584,718,32.98,External
IG0016057,2025-04-12 09:25:22.954916,16017,164936,1904,2303,12920,1080849,1499648,169,12.14,Reels Feed
IG0016058,2025-09-10 09:25:22.954916,16018,117131,8534,2122,1436,1495867,1859528,153,6.95,Explore
IG0016059,2025-01-08 09:25:22.954916,16019,181653,2207,398,1229,1812796,2258631,882,8.21,External
IG0016060,2025-06-12 09:25:22.954916,16020,96541,9119,2813,9136,1622399,1712449,105,6.87,Explore
IG0016061,2025-05-03 09:25:22.954916,16021,77794,6339,2421,2747,884598,890383,228,10.03,External
IG0016062,2025-02-18 09:25:22.954916,16022,7492,4243,1989,13810,84147,437061,373,6.3,Hashtags
IG0016063,2025-06-11 09:25:22.954916,16023,98551,5770,2956,4359,983502,1456875,246,7.66,Explore
IG0016064,2025-09-15 09:25:22.954916,16024,155294,2230,4814,13266,660835,824124,964,21.31,Explore
IG0016065,2025-02-07 09:25:22.954916,16025,128681,1123,2141,10972,208099,213062,773,67.08,Profile
IG0016066,2025-08-14 09:25:22.954916,16026,179184,5741,62,14438,698731,874051,5,22.82,Reels Feed
IG0016067,2025-02-08 09:25:22.954916,16027,81834,7425,879,12141,959305,1289590,988,7.93,Home Feed
IG0016068,2024-12-13 09:25:22.954916,16028,86229,1582,426,7557,117555,436741,53,21.93,Profile
IG0016069,2025-06-03 09:25:22.954916,16029,36993,2122,618,8945,1397891,1441473,908,3.38,Home Feed
IG0016070,2025-08-28 09:25:22.954916,16030,168755,5085,1604,277,1017978,1453422,607,12.09,Hashtags
IG0016071,2025-04-07 09:25:22.954916,16031,132344,9602,1868,3174,491616,655403,942,22.43,Hashtags
IG0016072,2025-05-14 09:25:22.954916,16032,156593,8722,4662,7620,270600,404390,957,43.92,Profile
IG0016073,2025-05-31 09:25:22.954916,16033,102138,4924,1505,13629,807402,939599,985,13.01,Home Feed
IG0016074,2025-11-03 09:25:22.954916,16034,44337,5764,1484,8233,1160905,1168998,169,5.12,External
IG0016075,2025-01-10 09:25:22.954916,16035,128929,7053,3111,2296,554349,902415,82,15.67,External
IG0016076,2025-02-09 09:25:22.954916,16036,37250,9945,2737,6929,1614445,2015560,968,2.82,External
IG0016077,2024-12-30 09:25:22.954916,16037,92867,2269,1772,5302,813857,991447,794,10.31,Explore
IG0016078,2025-03-29 09:25:22.954916,16038,56677,9689,2572,4628,1460432,1529043,292,4.81,Explore
IG0016079,2025-10-07 09:25:22.954916,16039,122173,1097,3600,5327,1075855,1189924,450,11.11,Hashtags
IG0016080,2025-01-24 09:25:22.954916,16040,16482,2027,930,39,1822728,1824664,345,1.07,External
IG0016081,2025-01-13 09:25:22.954916,16041,67489,2941,3781,9542,751417,868268,949,9.65,Profile
IG0016082,2025-01-06 09:25:22.954916,16042,130504,3541,3010,114,1193415,1261955,671,10.87,External
IG0016083,2025-06-07 09:25:22.954916,16043,65064,3976,1861,14204,1014937,1183727,684,7.19,External
IG0016084,2025-11-07 09:25:22.954916,16044,196950,8799,2391,8690,356307,603614,820,35.92,Home Feed
IG0016085,2025-08-08 09:25:22.954916,16045,184551,7157,2354,14845,1173340,1542490,750,13.54,Explore
IG0016086,2025-08-26 09:25:22.954916,16046,131080,1213,121,2776,1068485,1083741,42,12.47,External
IG0016087,2025-04-13 09:25:22.954916,16047,59185,6515,4419,4937,914507,1054070,348,7.12,External
IG0016088,2025-11-18 09:25:22.954916,16048,116636,7897,728,5110,1820771,2251505,952,5.79,External
IG0016089,2025-10-31 09:25:22.954916,16049,19464,59,1708,13858,545875,907627,865,3.87,Hashtags
IG0016090,2025-10-27 09:25:22.954916,16050,37686,4205,3113,5620,1228540,1625803,257,3.11,Hashtags
IG0016091,2025-06-13 09:25:22.954916,16051,1784,5991,287,82,1221219,1354347,654,0.6,Home Feed
IG0016092,2025-02-17 09:25:22.954916,16052,87618,859,1495,9398,1344193,1724186,413,5.76,Explore
IG0016093,2025-06-12 09:25:22.954916,16053,106904,1315,1783,14668,681149,1177075,794,10.59,Home Feed
IG0016094,2025-06-30 09:25:22.954916,16054,14486,2689,1102,1275,1498917,1583428,652,1.23,Reels Feed
IG0016095,2025-03-17 09:25:22.954916,16055,122003,9088,3911,6303,520509,969128,97,14.58,Explore
IG0016096,2025-07-25 09:25:22.954916,16056,17492,6652,1950,12130,1120143,1588973,128,2.41,Home Feed
IG0016097,2025-11-12 09:25:22.954916,16057,122941,4980,3432,9477,465524,842728,583,16.71,Home Feed
IG0016098,2025-03-20 09:25:22.954916,16058,185726,7397,2259,5985,118651,127065,885,158.48,Home Feed
IG0016099,2025-07-08 09:25:22.954916,16059,95772,1005,395,4175,326188,750508,483,13.5,Home Feed
IG0016100,2025-06-22 09:25:22.954916,16060,187605,465,2284,11436,966089,1177630,793,17.14,Profile
IG0016101,2025-05-21 09:25:22.954916,16061,97848,7480,4252,8512,124437,256365,970,46.06,Reels Feed
IG0016102,2024-12-05 09:25:22.954916,16062,89111,8267,4994,14265,275465,342809,518,34.02,Home Feed
IG0016103,2025-06-26 09:25:22.954916,16063,190687,3874,3654,11045,1037669,1307516,201,16.0,Home Feed
IG0016104,2025-11-16 09:25:22.954916,16064,133196,483,1306,8645,961945,1253279,813,11.46,Explore
IG0016105,2025-01-10 09:25:22.954916,16065,55407,8228,4808,870,1427644,1455218,270,4.76,External
IG0016106,2025-03-22 09:25:22.954916,16066,186263,7345,2596,12172,1162463,1594561,566,13.07,External
IG0016107,2025-03-13 09:25:22.954916,16067,71985,98,4955,1278,896884,1225287,12,6.39,Home Feed
IG0016108,2025-02-06 09:25:22.954916,16068,136651,7434,2159,6479,494517,587741,477,25.98,Home Feed
IG0016109,2025-08-29 09:25:22.954916,16069,17980,2182,4485,4352,850996,1218330,693,2.38,Hashtags
IG0016110,2025-02-01 09:25:22.954916,16070,166816,1379,127,13473,503369,944244,369,19.25,Hashtags
IG0016111,2025-09-18 09:25:22.954916,16071,162141,8078,271,10728,1416042,1520211,559,11.92,Reels Feed
IG0016112,2024-12-25 09:25:22.954916,16072,55529,1101,531,1084,589617,614917,708,9.47,Home Feed
IG0016113,2025-09-08 09:25:22.954916,16073,154705,2487,1585,10723,1013283,1245897,876,13.6,External
IG0016114,2025-07-04 09:25:22.954916,16074,83926,9298,899,5710,1011166,1250839,924,7.98,Profile
IG0016115,2025-10-19 09:25:22.954916,16075,38051,7373,3107,2975,482228,792451,218,6.5,Home Feed
IG0016116,2025-07-17 09:25:22.954916,16076,81628,7225,4198,4090,563359,626803,929,15.5,Home Feed
IG0016117,2025-06-09 09:25:22.954916,16077,182055,8863,4822,7120,849872,1183802,24,17.14,Reels Feed
IG0016118,2024-12-05 09:25:22.954916,16078,72192,5858,3914,1303,669648,1124775,262,7.4,Reels Feed
IG0016119,2025-09-11 09:25:22.954916,16079,50301,7707,155,9028,1252741,1464035,586,4.59,Reels Feed
IG0016120,2025-04-30 09:25:22.954916,16080,142451,5468,40,11853,1483014,1756467,471,9.1,Profile
IG0016121,2025-06-03 09:25:22.954916,16081,82742,4909,4079,7528,1863250,2232840,177,4.45,Home Feed
IG0016122,2025-07-25 09:25:22.954916,16082,175003,5595,2854,7363,1560423,1691331,816,11.28,Explore
IG0016123,2025-05-05 09:25:22.954916,16083,26030,1099,2647,2938,661376,791797,632,4.13,Explore
IG0016124,2025-01-12 09:25:22.954916,16084,69642,3944,3926,12255,434225,655978,211,13.68,Explore
IG0016125,2025-04-05 09:25:22.954916,16085,70404,4756,3180,8925,147745,383213,16,22.77,Explore
IG0016126,2025-02-10 09:25:22.954916,16086,47835,2984,2522,7265,35658,103815,443,58.38,Reels Feed
IG0016127,2025-04-20 09:25:22.954916,16087,21703,1293,3029,5943,1563437,1941445,69,1.65,Hashtags
IG0016128,2025-09-22 09:25:22.954916,16088,89227,846,3212,5330,1006543,1193132,230,8.27,Explore
IG0016129,2025-08-16 09:25:22.954916,16089,146584,4219,3068,3606,828463,1212776,127,12.98,Profile
IG0016130,2025-10-15 09:25:22.954916,16090,180461,3077,1411,8558,381296,870600,431,22.23,Explore
IG0016131,2025-01-06 09:25:22.954916,16091,94726,2983,1134,11072,366178,493743,986,22.26,Hashtags
IG0016132,2024-12-13 09:25:22.954916,16092,128732,8792,124,14252,607545,760472,187,19.97,External
IG0016133,2025-02-19 09:25:22.954916,16093,97380,115,2352,1116,1603703,1897802,60,5.32,External
IG0016134,2025-10-04 09:25:22.954916,16094,157745,9764,2071,13984,1316941,1405567,290,13.06,Profile
IG0016135,2024-12-08 09:25:22.954916,16095,7608,4952,3830,1883,141417,589092,908,3.1,Reels Feed
IG0016136,2025-03-13 09:25:22.954916,16096,199735,2921,2180,10828,778400,883398,613,24.41,Home Feed
IG0016137,2025-07-21 09:25:22.954916,16097,15658,285,295,12655,174716,502230,133,5.75,Explore
IG0016138,2025-06-19 09:25:22.954916,16098,163209,4704,1018,8019,812952,1307420,758,13.53,External
IG0016139,2025-05-05 09:25:22.954916,16099,39934,416,3768,5308,1944126,1961987,294,2.52,External
IG0016140,2025-05-13 09:25:22.954916,16100,170003,6866,4608,9813,213306,345989,115,55.29,Reels Feed
IG0016141,2025-04-23 09:25:22.954916,16101,108664,4147,2245,13556,649139,754703,288,17.04,External
IG0016142,2025-05-01 09:25:22.954916,16102,82911,9897,3523,10411,424362,536865,656,19.88,Home Feed
IG0016143,2024-11-30 09:25:22.954916,16103,146471,9690,1456,7516,1834381,2324690,868,7.1,Explore
IG0016144,2025-10-05 09:25:22.954916,16104,116787,2710,1397,14253,1683802,1824527,821,7.41,External
IG0016145,2025-07-18 09:25:22.954916,16105,106754,3470,3696,7969,1628952,1976302,515,6.17,Reels Feed
IG0016146,2025-02-20 09:25:22.954916,16106,164249,8132,1953,778,775269,1116957,927,15.68,Home Feed
IG0016147,2024-12-05 09:25:22.954916,16107,172749,8763,2941,4857,1648987,1662024,666,11.39,Explore
IG0016148,2025-01-10 09:25:22.954916,16108,57601,7243,2308,8120,310942,635719,967,11.84,Explore
IG0016149,2025-10-18 09:25:22.954916,16109,22257,4559,2627,6560,1548326,1629563,288,2.21,Home Feed
IG0016150,2025-09-16 09:25:22.954916,16110,116828,6961,4950,1023,1066195,1344429,3,9.65,External
IG0016151,2025-05-09 09:25:22.954916,16111,81869,3122,3976,8644,715445,883452,401,11.05,External
IG0016152,2025-07-01 09:25:22.954916,16112,85239,1843,2412,2143,1824161,1996510,651,4.59,Explore
IG0016153,2025-08-25 09:25:22.954916,16113,126757,6589,2108,6965,1329550,1713341,96,8.31,External
IG0016154,2025-03-18 09:25:22.954916,16114,86887,2047,3556,5849,1055322,1349213,827,7.29,External
IG0016155,2025-02-22 09:25:22.954916,16115,154146,4488,1323,10972,393217,630803,732,27.1,Profile
IG0016156,2025-05-28 09:25:22.954916,16116,34391,7259,2439,12625,1757246,1883650,540,3.01,Profile
IG0016157,2025-02-23 09:25:22.954916,16117,68270,1451,3096,5938,650046,920979,855,8.55,External
IG0016158,2024-12-02 09:25:22.954916,16118,90674,2396,4689,12720,742301,784007,765,14.09,External
IG0016159,2025-10-14 09:25:22.954916,8491,90114,2316,972,13877,1238192,1693229,703,6.34,Reels Feed
IG0016160,2025-07-23 09:25:22.954916,16119,119980,535,2270,13031,1161708,1447817,73,9.38,Hashtags
IG0016161,2025-02-25 09:25:22.954916,16120,191737,7883,3225,5705,531715,967010,806,21.57,Home Feed
IG0016162,2025-06-25 09:25:22.954916,16121,93193,4088,2065,896,572319,694223,235,14.44,Explore
IG0016163,2024-12-30 09:25:22.954916,16122,8284,2724,4334,7949,239627,338422,666,6.88,Home Feed
IG0016164,2025-11-17 09:25:22.954916,16123,87611,517,2091,7493,1909549,2175595,596,4.49,Profile
IG0016165,2025-08-08 09:25:22.954916,16124,90915,3626,1572,12045,1903232,2120497,427,5.1,Reels Feed
IG0016166,2025-11-10 09:25:22.954916,16125,72688,6619,1311,4,1165536,1495189,225,5.39,Reels Feed
IG0016167,2025-11-16 09:25:22.954916,16126,55170,8286,2583,793,912835,1251244,590,5.34,Reels Feed
IG0016168,2025-08-04 09:25:22.954916,16127,40105,9152,3490,5224,1201852,1638624,523,3.54,Hashtags
IG0016169,2025-03-31 09:25:22.954916,16128,109330,8625,3330,1676,500293,894379,868,13.75,Hashtags
IG0016170,2025-07-24 09:25:22.954916,16129,109478,2414,2077,1910,1128079,1201915,142,9.64,Profile
IG0016171,2025-10-05 09:25:22.954916,16130,19902,1684,32,12923,1653831,2094040,3,1.65,Home Feed
IG0016172,2025-05-27 09:25:22.954916,16131,20049,6837,3378,8482,650686,1065549,924,3.64,Reels Feed
IG0016173,2024-12-07 09:25:22.954916,16132,195456,9148,370,9971,87737,218145,148,98.53,Profile
IG0016174,2025-05-03 09:25:22.954916,16133,22390,5552,4186,8856,500277,859081,585,4.77,Profile
IG0016175,2025-02-16 09:25:22.954916,16134,67119,8466,156,8642,417825,875049,308,9.64,Reels Feed
IG0016176,2025-02-11 09:25:22.954916,16135,42460,2332,1089,2644,736335,826299,230,5.87,External
IG0016177,2025-08-25 09:25:22.954916,16136,78342,2564,1671,1528,68577,564889,909,14.89,Home Feed
IG0016178,2025-06-06 09:25:22.954916,16137,51365,1637,991,14499,1927663,2050450,336,3.34,Explore
IG0016179,2025-04-08 09:25:22.954916,16138,77589,7976,1032,13157,704423,872011,367,11.44,External
IG0016180,2025-06-22 09:25:22.954916,16139,45411,1115,1819,4493,1559618,2035393,520,2.6,Explore
IG0016181,2025-06-14 09:25:22.954916,16140,169579,5899,3630,13218,541334,654315,160,29.39,Home Feed
IG0016182,2025-03-23 09:25:22.954916,16141,22481,5563,1698,13110,1701758,2108974,706,2.03,Home Feed
IG0016183,2025-01-13 09:25:22.954916,16142,80408,4666,4929,9602,1153869,1612723,911,6.18,Profile
IG0016184,2025-11-09 09:25:22.954916,16143,174867,3767,408,235,1375636,1398924,33,12.82,Reels Feed
IG0016185,2025-01-08 09:25:22.954916,16144,168810,9473,3578,3301,389568,643605,540,28.77,Profile
IG0016186,2025-06-18 09:25:22.954916,16145,146406,4332,4143,12271,737863,1020403,65,16.38,Reels Feed
IG0016187,2025-04-17 09:25:22.954916,16146,134732,8440,2151,4519,288491,629837,660,23.79,Hashtags
IG0016188,2024-12-23 09:25:22.954916,16147,179214,3309,3304,5192,1162583,1587467,956,12.03,Hashtags
IG0016189,2025-02-09 09:25:22.954916,16148,115085,9316,2572,9779,1709484,1975939,205,6.92,Home Feed
IG0016190,2025-01-20 09:25:22.954916,16149,11633,4525,2708,4299,913668,1355922,868,1.71,Home Feed
IG0016191,2025-01-05 09:25:22.954916,16150,132625,2152,1385,13753,1671721,1728254,213,8.67,Profile
IG0016192,2025-10-06 09:25:22.954916,16151,53253,1923,1876,8452,650132,1102932,924,5.94,Home Feed
IG0016193,2025-07-17 09:25:22.954916,16152,10319,7583,1097,14938,344512,414311,671,8.19,Home Feed
IG0016194,2025-08-19 09:25:22.954916,16153,24876,1003,1752,11934,1241149,1727708,509,2.29,Hashtags
IG0016195,2025-03-19 09:25:22.954916,16154,144041,5726,4212,14718,1743590,2180750,526,7.74,External
IG0016196,2025-08-02 09:25:22.954916,16155,185516,8180,4356,6077,359002,607930,915,33.58,External
IG0016197,2024-12-26 09:25:22.954916,16156,81130,4396,1639,13380,579428,1037502,935,9.69,Home Feed
IG0016198,2025-06-01 09:25:22.954916,16157,173168,2723,2235,5145,793620,914098,117,20.05,Profile
IG0016199,2024-12-06 09:25:22.954916,16158,133292,2538,4436,6389,982167,1132434,772,12.95,External
IG0016200,2025-09-26 09:25:22.954916,16159,21918,5615,4703,5918,976475,1362851,100,2.8,External
IG0016201,2025-03-12 09:25:22.954916,16160,88180,2752,3117,1996,1087518,1357785,617,7.07,Hashtags
IG0016202,2025-03-21 09:25:22.954916,16161,94351,5815,2541,12227,484030,929197,522,12.37,Explore
IG0016203,2025-06-08 09:25:22.954916,16162,16144,82,4516,11791,1405276,1521632,125,2.14,External
IG0016204,2025-04-11 09:25:22.954916,16163,25754,444,918,2323,1447434,1882065,329,1.56,Reels Feed
IG0016205,2025-03-26 09:25:22.954916,16164,175851,9440,2214,11199,1794514,2102345,912,9.45,Reels Feed
IG0016206,2025-10-14 09:25:22.954916,16165,130374,7318,4119,2963,792510,1091880,902,13.26,Profile
IG0016207,2024-11-21 09:25:22.954916,16166,38488,9033,4423,14200,266095,599668,667,11.03,Reels Feed
IG0016208,2025-02-26 09:25:22.954916,16167,22055,417,3950,3355,240807,608930,369,4.89,Explore
IG0016209,2025-01-13 09:25:22.954916,16168,25340,8144,2811,7780,1956483,2408068,185,1.83,Reels Feed
IG0016210,2025-07-25 09:25:22.954916,16169,77439,4993,2813,9402,630853,948230,369,9.98,Home Feed
IG0016211,2025-04-15 09:25:22.954916,16170,14794,4988,2379,14225,309343,574411,109,6.33,Reels Feed
IG0016212,2025-04-08 09:25:22.954916,16171,109061,7348,3495,1871,377809,425903,61,28.59,External
IG0016213,2025-06-04 09:25:22.954916,16172,99360,9869,631,3576,313681,668204,363,16.98,Profile
IG0016214,2025-06-13 09:25:22.954916,16173,170820,7536,2594,5224,856632,944686,769,19.71,Explore
IG0016215,2025-01-07 09:25:22.954916,16174,133064,348,1287,9570,1052550,1322993,495,10.9,Explore
IG0016216,2025-01-30 09:25:22.954916,16175,165010,8711,2821,1110,654334,694557,843,25.58,Home Feed
IG0016217,2025-02-02 09:25:22.954916,16176,101141,862,3584,14228,1472621,1583877,8,7.56,Profile
IG0016218,2025-04-20 09:25:22.954916,16177,40460,5640,1858,6945,943018,1262712,560,4.35,Profile
IG0016219,2025-11-06 09:25:22.954916,16178,184671,8712,4597,9581,1666249,1960716,819,10.59,Reels Feed
IG0016220,2025-07-27 09:25:22.954916,16179,14008,4837,2756,8422,725889,880288,441,3.41,Hashtags
IG0016221,2025-11-11 09:25:22.954916,16180,92509,9926,2921,12714,551364,1011968,715,11.67,Explore
IG0016222,2025-09-04 09:25:22.954916,16181,28409,2116,3707,12886,39474,399339,997,11.8,Home Feed
IG0016223,2025-10-03 09:25:22.954916,16182,16070,2527,4154,1949,1530760,1993002,886,1.24,Reels Feed
IG0016224,2025-10-23 09:25:22.954916,16183,52177,3464,4183,13541,207051,404357,767,18.14,External
IG0016225,2025-08-21 09:25:22.954916,16184,157752,1944,4718,7101,1856893,1918593,558,8.94,Home Feed
IG0016226,2025-04-02 09:25:22.954916,16185,41857,9193,3749,10124,845376,1208475,199,5.37,Home Feed
IG0016227,2025-08-11 09:25:22.954916,16186,176254,532,4920,9648,553370,1017000,985,18.82,Profile
IG0016228,2025-03-12 09:25:22.954916,16187,41250,7156,4924,9559,191450,403171,653,15.6,External
IG0016229,2025-09-28 09:25:22.954916,16188,45151,227,1974,6400,813233,1077593,412,4.99,Explore
IG0016230,2025-09-07 09:25:22.954916,16189,72542,4306,1613,7362,716548,905060,127,9.48,Profile
IG0016231,2025-04-21 09:25:22.954916,16190,108316,5881,4833,7562,216934,676211,871,18.72,Explore
IG0016232,2024-12-04 09:25:22.954916,16191,191077,3497,2351,1850,859660,1345035,500,14.78,Reels Feed
IG0016233,2025-02-07 09:25:22.954916,16192,100591,4079,2891,13867,566168,659479,235,18.41,External
IG0016234,2025-08-04 09:25:22.954916,16193,70428,3584,4252,1941,1170851,1535579,928,5.22,Explore
IG0016235,2025-08-05 09:25:22.954916,16194,108461,429,2988,2764,1414141,1764098,855,6.5,Profile
IG0016236,2025-04-15 09:25:22.954916,16195,191246,9401,1257,7145,986524,1427288,322,14.65,Reels Feed
IG0016237,2025-04-09 09:25:22.954916,16196,46182,7810,471,5928,1003854,1234217,998,4.89,Home Feed
IG0016238,2025-10-08 09:25:22.954916,16197,112166,4640,1899,10789,319407,699729,945,18.51,Reels Feed
IG0016239,2025-11-03 09:25:22.954916,16198,88128,1612,541,6063,490575,835801,114,11.53,External
IG0016240,2025-05-24 09:25:22.954916,13428,143772,2607,826,7926,1873924,2140518,567,7.25,Profile
IG0016241,2025-09-04 09:25:22.954916,16199,132162,8982,3481,3519,710420,946748,213,15.65,Reels Feed
IG0016242,2025-02-17 09:25:22.954916,16200,15806,9350,3786,9067,135342,391428,491,9.71,Hashtags
IG0016243,2025-10-11 09:25:22.954916,16201,162364,2429,3386,4418,1123365,1582209,759,10.91,Profile
IG0016244,2025-06-21 09:25:22.954916,16202,140461,7667,1444,7845,1669407,1805125,935,8.72,Explore
IG0016245,2025-03-22 09:25:22.954916,16203,105425,7116,1698,8228,479977,796993,967,15.37,Profile
IG0016246,2025-07-24 09:25:22.954916,16204,20050,6004,1753,4092,1226047,1474266,399,2.16,Profile
IG0016247,2024-11-28 09:25:22.954916,16205,104620,3179,4126,4491,995453,1286666,704,9.05,Home Feed
IG0016248,2025-07-11 09:25:22.954916,16206,122702,7241,1777,14038,1421494,1846232,171,7.89,Profile
IG0016249,2025-05-29 09:25:22.954916,16207,83587,1891,4379,4271,1899818,2058404,422,4.57,Explore
IG0016250,2025-02-28 09:25:22.954916,16208,166253,1569,4061,1984,323320,776375,800,22.39,Profile
IG0016251,2025-04-08 09:25:22.954916,16209,81403,57,820,3402,1640778,2067087,326,4.15,Explore
IG0016252,2025-08-07 09:25:22.954916,16210,115380,957,3565,6797,706028,777319,308,16.3,Reels Feed
IG0016253,2025-02-24 09:25:22.954916,16211,9594,9124,410,14876,1566402,1969351,818,1.73,Profile
IG0016254,2025-03-21 09:25:22.954916,16212,157013,2929,524,4951,1285471,1443566,683,11.46,External
IG0016255,2025-07-25 09:25:22.954916,16213,10779,9305,2085,12821,1620056,1816542,256,1.93,Reels Feed
IG0016256,2025-05-03 09:25:22.954916,16214,70364,7741,864,1445,718209,1050440,655,7.66,Profile
IG0016257,2025-04-08 09:25:22.954916,16215,57428,2127,3804,14985,1311408,1457898,729,5.37,Reels Feed
